Total Value Created:,#N/A,,,,
12/19/2022,"$1,000,000",The Calyx Institute,@calyxinstitute,https://calyxinstitute.org,"The Calyx Institute's mission is to educate the public about privacy in digital communications and to develop tools that anyone can use to build ""privacy by design"" into their internet access. By developing encryption and anonymity tools that can help users maintain their privacy, we hope to make online security easier and more accessible for everyone online. Calyx provides unlimited mobile internet hotspots for members, develops the privacy-focused mobile phone operating system CalyxOS, and is one of the largest hosts of Tor nodes."
12/15/2022,"$1,000,000",Signal Technology Foundation,@signalapp,https://signal.org,"Signal is the world’s most widely used private messaging app. Being able to communicate privately is imperative for a liveable future. To deliver on our privacy promises we invest in development that enables Signal to work according to the dominant norms in the messaging ecosystem, without compromising privacy and security. Our goal is to ensure people all over the world can communicate safely, whether discussing the mundanities of everyday life or topics of existential concern."
11/9/2022,"$100,000",Los Angeles City Stentorians,,http://www.lacitystentorians.org,"The Los Angeles City Stentorians is an African-American firefighter's association dedicated to the professional advancement of its members.  The Los Angeles City Stentorians is dedicated to the mission of community service, recruitment of individuals from socioeconomic backgrounds, promotion of diversity within The Los Angeles Fire Department (LAFD), and supportive and professional advancement services offered to its membership."
10/25/2022,"$400,000",Los Angeles Fire Department Foundation ,@LAFDFoundation,https://supportlafd.org,"Los Angeles Fire Department Foundation supports the Los Angeles Fire Department in protecting life, property, and the environment by providing essential equipment and training to supplement city resources. Since 97% of the city’s annual budget for the LAFD is allocated to personnel expenses, this leaves just 3% to cover the department’s other needs. The LAFD Foundation bridges the funding gap to help keep both the LAFD and the community safe."
9/15/2022,"$1,000,000",Educate!,@EducateOrg,https://www.experienceeducate.org,"Educate! prepares youth in Africa with the skills to succeed in today's economy. With this funding, Educate! will build and scale skills-education bootcamps for rural out-of-school girls across East Africa. The skills-based bootcamps will equip young women and girls with the tools to start a business, earn an income, and improve their life outcomes. This solution will unlock opportunities for thousands of girls excluded from formal education systems, preparing them to thrive in the informal economy, where 90% of young people are expected to work."
9/12/2022,"$100,000",Dandelion Africa ,@DandelionAfrica,https://dandelionafrica.org,"Dandelion Africa is a grassroots innovator on a mission to improve the health and economic well-being of youth and women living in marginalized and rural communities in Kenya. Founded on a model of community ownership, Dandelion Africa takes an innovative approach to community outreach that includes representative community governance across all demographics. This community-led approach has lead to system-shifting impacts in rural and traditionally conservative communities, including reduction in FGM, increased systems of support for survivors of gender-based violence, and expansion in women’s access to reproductive health services. "
9/12/2022,"$800,000",Georgetown Law Center on Poverty & Inequality’s Initiative on Gender Justice & Opportunity,@gtowngenderjust,https://genderjusticeandopportunity.georgetown.edu,"With this funding, Georgetown Center on Poverty and Inequality’s Gender Justice & Opportunity Initiative, a part of Georgetown Law, will develop trainings, conduct research, and develop policy and practice solutions to achieve race and gender equity for youth. It will contribute to the Initiative’s mission of improving public systems’ support of marginalized girls – from hospitals to police departments to schools -- by uncovering and eliminating discriminatory practices and promoting reform that will allow all girls to heal, learn, and thrive. "
7/25/2022,"$250,000",Girls Garage,@_GirlsGarage,https://girlsgarage.org,"Girls Garage is a nonprofit design and construction school for girls and gender-expansive youth ages 9-18. Through classes in carpentry, welding, architecture, and activist art, we support and equip a community of fearless youth who are building the world they want to see."
7/6/2022,"$100,000",Ecovillage for Children and Women of Costa Rica,,https://www.ecovillageforchildren.org ,"Ecovillage for Children and Women of Costa Rica is building a children’s eco-village that offers relief to those who are victims of domestic violence, sexual abuse and poverty. The doors of the shelter are open to children in Cobano and the surrounding area to provide protection, personal development, and inclusion in a green and healing environment. "
7/1/2022,"$2,000,000",Shawn Carter Scholarship Fund,@ShawnCarterSF,https://www.shawncartersf.com,The mission of the Shawn Carter Foundation is to help individuals facing socio-economic hardships further their education at post-secondary institutions.
6/24/2022,"$1,400,000",WACO Theater Center ,@wacotheater ,https://wacotheatercenter.com ,"WACO Theater Center is a performing and visual arts organization that presents, commissions, and develops artistic works dedicated to stories of the African diaspora. WACO provides artists and young people a platform and voice to showcase their creativity, in order to connect and inspire others. Founded in 2016, WACO opened its doors to the public in 2017 in the heart of North Hollywood’s Arts District. The state-of-the-art complex includes a 99-seat theater and art gallery and exhibition space. Over its five-year history, WACO has invested in more than 700 artists and 1000 young people in Los Angeles and beyond. WACO is committed to providing a creative center where art can occur and give artists and youth a place to grow their talent and celebrate their artistry. "
6/6/2022,"$25,000,000",Resolve to Save Lives ,@ResolveTSL,https://resolvetosavelives.org,"Resolve to Save Lives is a not-for-profit organization partnering with countries, communities, and organizations to prevent 100 million deaths from cardiovascular disease and make the world safer from epidemics. This award will support COVID response and strengthen systems for long-term epidemic prevention, detection, and response with a focus on Africa."
5/10/2022,"$1,000,000",Friends of the Children,@FriendsNational,https://friendsofthechildren.org,"Friends of the Children is a national nonprofit impacting generational change by empowering youth who are facing the greatest obstacles – including experiencing foster care – by pairing them with professional mentors for 12+ years, no matter what. Their successful model is now in 26 locations around the country and expanding, serving thousands of youth and families. This grant will support empowering children and families in rural and tribal communities."
3/21/2022,"$2,000,000",REFORM Alliance,@REFORM,https://reformalliance.com,"REFORM Alliance is committed to transforming the criminal justice system throughout the United States by changing laws, systems, and culture to create real pathways to work and wellbeing, starting with probation and parole. Instead of keeping people trapped in a revolving door from probation/parole to prison — which costs taxpayers billions of dollars — we are working to move people from the justice system into stability. "
3/10/2022,"$1,000,000",World Central Kitchen,@WCKitchen,https://wck.org/,World Central Kitchen is serving thousands of fresh meals to Ukrainian families fleeing home as well as those who remain in the country.
3/10/2022,"$1,000,000",Sunflower of Peace,@SunflowerFund,https://www.sunflowerofpeace.com,"Sunflower of Peace is providing medical and humanitarian aid that will be used by the paramedics and doctors in the areas that are affected by the violence in Ukraine. They are acquiring and distributing first-aid backpacks, medicine, medical instruments, and other means of survival that are saving hundreds of lives."
3/10/2022,"$1,000,000","Razom, Inc.",@razomforukraine,https://razomforukraine.org,"Razom is supporting Ukrainian people in their pursuit of democracy with dignity, justice, and human rights. Razom's crisis relief work in Ukraine includes providing life-saving medical supplies and humanitarian aid, and helping Ukraine rebuild. "
3/10/2022,"$1,000,000",Nova Ukraine,@novaukraine,https://novaukraine.org,"Nova Ukraine, a Bay Area-based humanitarian nonprofit, is providing emergency medical supplies and training for people on the ground in Ukraine. The group is also assisting vulnerable populations that must relocate."
3/10/2022,"$1,000,000",Mercy Corps,@mercycorps,https://www.mercycorps.org,"Mercy Corps is on the ground in Ukraine, Romania, and Poland, providing funding to local organizations that know their community needs best and working to meet urgent humanitarian needs. They also plan to provide emergency cash assistance and connect people on the move with information, such as where to access basic services, information on safe routes, and their legal rights."
3/10/2022,"$1,000,000",GlobalGiving,@GlobalGiving,https://www.globalgiving.org,"GlobalGiving's Ukraine Crisis Relief Fund supports humanitarian assistance in impacted communities in Ukraine and surrounding regions where Ukrainian refugees have fled. GlobalGiving's local partners are bringing relief to terrified and displaced communities, and they need resources to continue their life-saving work."
3/10/2022,"$1,000,000",CARE ,@CARE,https://www.care.org/,"CARE has established a Ukraine Crisis Fund to reach four million with immediate aid and recovery, food, water, hygiene kits, psychosocial support, and cash assistance - prioritizing women and girls, families, and the elderly.   "
3/9/2022,"$65,000",Family and Child Empowerment Services -San Francisco (FACES SF),@FACESSF,https://facessf.org,"FACES SF provides critical assistance to low-income families citywide, with a focus in the Haight Ashbury, Western Addition, Visitacion Valley, and Bayview Hunters Point neighborhoods in the following areas: early childhood development, workforce training, school-age enrichment programs, and family support services. Over 80% of the families they serve survive beneath the Extremely Low Income Line in San Francisco as determined by the Department of Housing and Urban Development."
3/8/2022,"$1,000,000",Facing History and Ourselves,@facinghistory,https://www.facinghistory.org,"Facing History fosters empathy and reflection, improves students’ academic performance, reinvigorates teachers, and builds safe and inclusive schools.  By integrating the study of history, literature, and human behavior with ethical decision making and innovative teaching strategies, Facing History’s program enables secondary school teachers to promote students’ historical understanding, critical thinking, and social-emotional learning. "
3/3/2022,"$50,000",Black Girls Skate,@Blackgirlsskate,https://www.blackgirlsskate.org,"Black Girls Skate is a growing non-profit agency heightening visibility, increasing safety practices and building equity for BIPOC skaters, entrepreneurs and artists. "
3/1/2022,"$1,000,000",Alliance for Safety and Justice's Crime Survivors for Safety and Justice,@SafeandJustUSA,https://allianceforsafetyandjustice.org,"Crime Survivors for Safety and Justice– the flagship organizing program of Alliance for Safety and Justice—the nation's largest victims' organizing program in the country advocating for smarter justice policies rooted in prevention, restorative justice, rehabilitation, trauma recovery and community health over more arrests and incarceration."
2/23/2022,"$25,000",CASA-Voices For Children (Benton County),@casa_vfc,https://www.casa-vfc.org,"CASA-Voices For Children works ensure the best outcome and future for each abused and neglected child in Benton County, OR by training volunteers to provide advocacy, life skills, and expanding services to help kids thrive.  Funding will support programs that ensure inclusive policies and affirming practices, including a new initiative that will increase support of LGBTQ+ foster youth by providing specific education and training to volunteers who will advocate for their best interest in court and beyond. "
2/22/2022,"$100,000",Ballroom Marfa,@BallroomMarfa ,https://www.ballroommarfa.org,"Ballroom Marfa is a contemporary cultural arts space that provides a lively intellectual environment where varied perspectives and issues are explored in art, film and music.  This grant will be support and present the work of Ballroom’s artist-collaborators who address pressing issues and galvanize audiences’ imaginations towards varied social justice initiatives and causes."
2/22/2022,"$2,500,000","ARRAY Alliance, Inc.",@ARRAYNow,http://www.arraynow.com,"Founded by filmmaker and activist Ava DuVernay, ARRAY Alliance works to drive cultural and social justice through film by amplifying and elevating filmmakers of color and women of all kinds, and by deliberately challenging the systems of distribution, arts advocacy, mentorship, grantmaking, inclusive hiring, and education that perpetuate exclusion"
2/22/2022,"$25,000","Food Rescue US, Inc.",@foodrescueUS,https://foodrescue.us,"Food Rescue US is committed to reducing food waste and food insecurity in America. Using our web-based app, we engage volunteers to transfer excess fresh food from grocers, restaurants, and other sources that would have otherwise been thrown away to social service agencies that feed individuals and families who are food insecure especially those impacted by COVID-19."
2/22/2022,"$300,000",Black AIDS Institute,@blackaids,https://blackaids.org,"Black AIDS Institute (BAI) is dedicated to ending the HIV/AIDS epidemic in the Black community. BAI is working toward ending AIDS by purchasing a mobile unit that will provide HIV-testing services, linkage to care, and social support to Black communities in Los Angeles. Additionally, BAI will continue to conduct training, offer technical assistance, disseminate information, and provide advocacy mobilization from a uniquely and unapologetically Black point of view. "
2/22/2022,"$55,000","Avenues for Justice, Inc.",@Avenues4Justice,https://www.avenuesforjustice.org,"AFJ is a community-based non-profit which has kept thousands of court-involved and at-risk youth in Manhattan out of the criminal justice system through post-arrest diversion and pre-arrest prevention programs which provide court advocacy, mentorship, educational and vocational support and life skills workshops. 95% of our participants who successfully complete our program steer clear of crime within three years of enrollment. With support from #StartSmall, ten court-involved participants will receive annual services for court advocacy, educational support, job training, and mental health wellness in AFJ’s program"
2/22/2022,"$750,000",ZanaAfrica Foundation,@ZA_Foundation,http://www.zanaafrica.org,"ZanaAfrica equips adolescent girls in Kenya with the tools they need to safely navigate puberty and step into their potential. Working in Kenya, ZanaAfrica expands access to a proven intervention of rights-based reproductive health education paired with sanitary pads to marginalized girls. We uniquely recognize that this powerful combination is one of the smallest, yet most powerful, hinges to unlock girls' potential and break cycles of poverty."
2/15/2022,"$1,859,000",Private School Axis,,https://www.privateschoolaxis.org/,"Axis was founded as a people of color-led nonprofit to remedy the racial disparity in independent schools, in both enrollment numbers and pedagogical and social practice, while simultaneously ensuring that BIPOC students thrive and realize their full potential. Axis partners with independent school communities to facilitate access for students of color and to ensure diverse, equitable, and inclusive educational practices for all."
2/14/2022,"$75,000","Domus Kids, Inc. ",@DomusKids,https://www.domuskids.org,"Domus builds loving relationships with young people facing adversity, empowering them to pursue their path to self-sufficiency. Domus operates school engagement and workforce development programming for Stamford, Connecticut’s most disengaged and disconnected youth.  Through quality, outcomes based programming, we put young people on the path to on time high school graduation and/or employment that leads to a self-sufficient income. "
2/10/2022,"$2,000,000",OutRight Action International,@OutRightIntl,https://outrightinternational.org,"OutRight Action International fights for human rights and equality for lesbian, gay, bisexual, transgender, intersex and queer (LGBTIQ) people everywhere and to eliminate the systemic violence, persecution and discrimination LGBTIQ people face around the world. OutRight conducts groundbreaking research, advocates at the United Nations and beyond, and supports grassroots LGBTIQ activists and organizations in dozens of countries each year. OutRight’s vision is to protect and uplift marginalized LGBTIQ people everywhere by radically accelerating legal and social change globally over the next five years. "
1/25/2022,"$5,000,000",Black Feminist Fund,@BlackFemFund,https://www.blackfeministfund.org/english,"Serving as the first global hub for Black feminist philanthropy and led by activists from across the African and Caribbean diaspora, the Black Feminist Fund (BFF) significantly increases the resources available to Black feminist movements globally, contributing to strengthening their sustainability and resilience and supporting Black women’s claim and access to resources, including land, food, water, shelter, work and income. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$1,500,000",Black Visions,@BlackVisionsMN,https://www.blackvisionsmn.org/,"Black Visions Collective is a Black-led, Queer and Trans centering organization whose mission is to organize powerful, connected, Black communities and dismantle systems of violence. Black Visions Collective is led by the guiding belief that all Black people deserve autonomy, that safety is community-led, and we are in the right relationship within our ecosystems.  
In partnership with Clara Lionel Foundation"
1/25/2022,"$200,000",Caribbean Youth Environment Network (CYEN),@Cyenja,,"CYEN is dedicated to improving the quality of life of Caribbean young people by facilitating their personal development and full involvement in environment and sustainable development. CYEN’s work spans addressing youth unemployment, enriching climate resiliency, water resource management, notably their ""Stay Alive and Thrive"" Climate Action campaign to raise public awareness about the urgent need to mitigate and adapt to climate change across the Caribbean and around the globe. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$2,500,000","Center for Popular Democracy (CPD)
",@popdemoc,https://www.populardemocracy.org/,"The Center of Popular Democracy (CPD) champions equity, opportunity and a dynamic democracy in partnership with high-impact base-building organizations, organizing alliances, and progressive unions. CPD strengthens communities' capacity to envision and win an innovative pro-worker, pro-immigrant, racial and economic justice agenda.  CPD also runs an Organizing for Environmental Justice Campaign, driving action at the scale and rate needed to address the climate crisis.
In partnership with Clara Lionel Foundation"
1/25/2022,"$5,500,000",Clara Lionel Foundation,@ClaraLionelFdn,https://claralionelfoundation.org/,"To fund Clara Lionel Foundation's justice pillar, which supports organizations on the frontlines fighting for new, equitable systems and policy change."
1/25/2022,"$300,000",Climate and Clean Energy Equity Fund ,,https://www.theequityfund.org/,"The Climate and Clean Energy Equity Fund (Equity Fund) is building power to stop climate change and create an equitable clean energy future through a strategic multi-state initiative that invests in the leadership and organizing of BIPOC communities, engaging voters through nonpartisan civic engagement campaigns; and winning climate and clean energy policy solutions that reflect the priorities of communities and advance racial, economic, and environmental justice. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$200,000",Climate Justice Alliance ,@CJAOurPower,https://climatejusticealliance.org/,"Climate Justice Alliance (CJA) formed in 2013 to create a new center of gravity in the climate movement by uniting frontline communities and organizations into a formidable force. CJA centers around creating a “Just Transition” away from extractive systems of production, consumption and political oppression, and developing resilient, regenerative and equitable economies. The Just Transition places race, gender and class at the center of the solutions equation in order to establish systems change that truly gives back to our communities in a sustainable way. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$300,000",Deep South Center for Environmental Justice,@DSCEJ,https://www.dscej.org/,"The Deep South Center for Environment Justice, also known as “The Center,” monitors environmental hazards in neighborhoods and develops strategic advocacy for policies and decisions that prevent and remedy unsafe environmental conditions. The Center also hosts the annual HBCU Climate Change Conference in New Orleans to raise awareness about the disproportionate impact of climate change on vulnerable and marginalized communities as well as prepare HBCU students to become experts and advocates on issues related to environmental and climate justice. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$50,000",Girls CARE,@GirlsCareJa,,"GirlsCARE is a feminist climate activist movement that aims to create a space that empowers young women to advocate for gender justice in climate action and safeguard the economic, social and environmental rights of women in adaptation and resilience-building efforts nationally. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$100,000",Helen's Daughters,"@HelenDaughters
",,"Helen’s Daughters was born in 2016 out of a call for proposals from the UN Women’s Empower Women Champions for Change Program with the belief that there was a need to support rural women with the use of adaptive agricultural techniques, capacity-building and improved market access. The foundation has grown to support all the individual components of climate justice with a focus on supporting women in agriculture, and building these women’s ability to support themselves through sustainable farming practices. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$100,000",HEY Campaign (The Ashley Lashley Foundation),@theheycampaign,https://helensdaughters.org/,"The HEY (Healthy and Environmentally-friendly Youth) Campaign works towards bringing children and youth voices to the core of the climate change movement, with a core focus on child health. The HEY Campaign aims to create a generation of young people committed to adopting lifestyles that are both healthy and environmentally friendly, and leading global advocacy efforts to build inclusive societies where priority is given to life and dignity, not just economic growth. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$500,000",Hive Fund for Gender and Climate Justice,,https://www.hivefund.org/,"The Hive Fund for Climate and Gender Justice raises funds and makes grants to BIPOC-led organizations that have historically lacked access to funding and are essential to making progress in addressing intersecting climate, gender, and racial justice crises in the U.S. A majority of Hive funding is awarded to groups in the South, where pollution levels are higher and philanthropic funding levels are lower than elsewhere in the country. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$300,000",Indigenous Environmental Network,@IENearth,https://www.ienearth.org/,"IEN builds the capacity of Indigenous communities and tribal governments to develop mechanisms to protect sacred sites, land, water, air, natural resources, health of both people and all living things, and to build economically sustainable communities. IEN accomplishes this by maintaining an informational clearinghouse, organizing campaigns, direct actions, and public awareness, building the capacity of community and tribes to address environmental justice issues, developing policy initiatives, and building alliances among Indigenous communities and allies. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$100,000",Integrated Health Outreach,@integrated_iho,,"Integrated Health Outreach (IHO) strives to develop and implement sustainable, cost-effective, and accessible programs to facilitate community, ecological and social-emotional well-being. IHO’s work prioritizes sustainable agriculture for rural communities with a focus on creating climate smart sustainable livelihoods for women. They combine capacity-building, protection of the environment, mental health, and look for projects for women’s engagement that support this holistic approach. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$1,000,000",Movement for Black Lives (M4BL),@Mvmnt4BlkLives,https://m4bl.org/,"The Movement for Black Lives (MB4L) is an ecosystem of individuals and organizations creating a shared vision and policy agenda to win rights, recognition, and resources for Black people to live healthy and fruitful lives, having impacts well beyond the Black community. MB4L embodies an intersectional approach to social justice and systems change, spanning five areas: Policy Demands, Organizing & Base Building, Electoral Justice Project, The Rising Majority, and Culture & Resource. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$250,000",Native Movement ,@Native_Mvmt,https://www.nativemovement.org/,"Native Movement supports grassroots-led projects that align with their vision, that dismantle oppressive systems for all, and that endeavor to ensure social justice, Indigenous Peoples’ rights, and the rights of Mother Earth. They work to push toward a post-oil economy, and an Indigenized Regenerative Economy in Alaska by working with numerous local and state-wide organizations, groups, and individuals to build solutions rooted in an Indigenized worldview, toward healthy, sustainable, & just communities for all. Native Movement also creates a platform for Alaska Native people to pursue storytelling projects on climate justice issues through a filmmakers intensive program. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$500,000",NDN Collective,@ndncollective,https://ndncollective.org/,"NDN Collective is an Indigenous-led organization dedicated to building Indigenous power. Through organizing, activism, philanthropy, grantmaking, capacity-building and narrative change, they are creating sustainable solutions on Indigenous terms. NDN climate justice campaigns support those Indigenous and frontline communities who are leading the way in defending their land, water, and air from contamination, and their people from exploitation and violence. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$100,000",The Caribbean Climate Justice Project (Soloricon),@CaribbeanClima1,https://www.caribbeanclimatejustice.org/,"The Caribbean Climate Justice Project seeks to raise awareness and educate broadly on the threats to communities across the Caribbean caused by climate change, and catalyze action on the necessary responses at the household, community, national and regional levels. The Caribbean Climate Justice Project’s work spans over 20 countries, educating communities about the disproportionate impacts of climate change, advocating for systems change on a global scale, and networking to connect Caribbean communities and abroad to optimize impact and promote knowledge and resource sharing. 
In partnership with Clara Lionel Foundation"
1/25/2022,"$500,000",The Solutions Project,@100isNow,https://thesolutionsproject.org/,"The Solutions Project supports climate changemakers, innovators, and solutionaires at the grassroots level by awarding grants to support grassroots innovation, elevating their storytelling and leadership capacity to increase awareness and their own impact, and connecting them with influential leaders to expand their breadth of work and potential for life changing solutions. They aim to address gender and racial inequities in media coverage and in philanthropy, especially related to climate change and the fight towards climate justice. Since 2015, they have distributed more than $8.5M in grants to 100+ grantees, mostly led by women. 
In partnership with Clara Lionel Foundation"
1/14/2022,"$200,000",Global Giving Super Typhoon Rai/Odette Relief Fund,@GlobalGiving,https://www.globalgiving.org/projects/super-typhoon-rai-odette-relief-fund/,"GlobalGiving connects nonprofits, donors, and companies in nearly every country in the world to accelerate community-led change. When disasters strike, GlobalGiving quickly delivers funds to organizations that are best-suited to provide emergency relief and long-term recovery for their communities. This grant will support partner organizations led by or focused on women, girls, and other marginalized groups of people impacted by and responding to the overlapping crises of the COVID-19 pandemic and Super Typhoon Rai in the Philippines."
1/13/2022,"$500,000",Mayor’s Fund to Advance New York City's Bronx Fire Relief Fund,@nycgov ,https://www1.nyc.gov/site/fund/initiatives/bronx-apartment-building-fire.page,"On January 9, 2022, an apartment building fire in the Bronx took the lives of more than a dozen New Yorkers, including many children, and injured more than 60 others.  The Mayor’s Fund to Advance New York City, in partnership with Mayor Eric Adams and The City of New York, is raising money to support victims of this tragic event.  This grant will enable the distribution of emergency relief supplies and provide support for the victims and their families. 
Total Grant: $1MM in partnership with Jay-Z."
12/7/2021,"$240,000",Associacao Projeto Crescer,,,"Associacao Projeto Crescer is a community-led organization which seeks to decrease violence and promote public engagement in one of the largest favelas in Brazil, Rio de Janeiro’s Jacarezinho. The project focuses on the revitalization of the pillars of their community life: reconstruction of several civic centers, such as the Samba school, two sports centers, residents’ association building, among others. Beyond just reparation, the organization will develop and carry out myriad forms of community programming, ranging from dance and sports lessons, to soccer tournaments, resident association meetings, and educational workshops. All the while, they will employ residents of the favela for construction and programming, strengthening the capacity of local business within the favela."
11/10/2021,"$750,000",National Police Accountability Project,@NPAP_NLG,https://www.nlg-npap.org,"The central mission of the National Police Accountability Project (NPAP) is to promote the accountability of law enforcement officers and their employers for violations of the Constitution and the laws of the United States. The Police Force Accountability Initiative will assist NPAP's nationwide membership in developing and successfully litigating cases for injunctive relief (i.e. court ordered changes to policies, practices, training, and customs). With this program, NPAP will be able to amplify the impact of its members’ work and address patterns of police and jail abuse that do not make national headlines. "
9/24/2021,"$1,000,000",B-360 ,@B360Balt,https://b360baltimore.org,"B-360 has been on a mission to utilize dirt bike culture to end the cycle of poverty, disrupt the prison pipeline, and build bridges in communities.  #StartSmall’s grant will support the #Ride4Change campaign, the building of a 20+ acre campus accessible to the Baltimore street riding community complete with mobile classroom, dirt bike track, and facilities to house B-360’s educational and community programming. Through culturally relevant programming based on participants' love of dirt bikes, B-360 teaches students the engineering design process and use safe spaces to apply engineering and rider safety. They foster new pipelines to STEM careers and workforce development for young adults seeking an alternative to the criminal justice system. "
9/17/2021,"$776,250","DC or Nothing, Inc.",@DCorNothingInc,https://www.dcornothing.com,"DC or Nothing, Inc. is a nonprofit organization that advocates for social justice, equity, and economic inclusion for Washingtonians.  Funding will support the “I am a Citizen” initiative, which is focused on the stabilization and empowerment of those District of Columbia residents reentering society from incarceration.  This advocacy initiative will push for dignity and full rights restoration for justice involved Washingtonians. In addition, the initiative will address some vital stabilization factors for those District of Columbia residents being released from the Federal Bureau of Prisons who are housed at a halfway house in Baltimore."
9/14/2021,"$750,000",Youth As Resources,,http://www.youthasresources.org/,"Youth As Resources, (YAR) is a youth-led grant making, community organizing and leadership development non-profit organization that helps youth address our most critical community and institutional challenges on our own terms. YAR offers employment opportunities for skilled and experienced Board members through Task Force. Task Force members organize our peers to bring about community and institutional change including providing direct organizing, base-building and mobilization around the Board’s issue agenda."
9/9/2021,"$1,000,000","SMART (Schools, Mentoring and Resource Team, Inc.)",@thesmartprogram,https://thesmartprogram.org,"Funding will support SMART’s Strategic Growth Initiative, a three-year plan focused on growing the number of students served and the supports provided in a post-pandemic reality. Given the emotional and academic effects of COVID-19, the initiative will also strengthen the academic and social-emotional supports that SMART provides to the growing number of Scholars."
9/9/2021,"$2,500,000",Oregon Justice Resource Center,@ojrcenter,https://ojrc.info,"The Wrongful Conviction Review Project (WCRP) is a program of the Oregon Justice Resource Center (OJRC), an independent organization dedicated to protecting the rights of those impacted by the criminal legal system and preventing and reversing wrongful convictions (manifest injustices, generally, and not just innocence cases). The WCRP will focus on four distinct areas of practice: (1) mass case reviews, (2) forensics, (3) changes in the law and community standards, and (4) non-DNA/forensic causes of wrongful convictions."
9/8/2021,"$262,600","Getting Out and Staying Out, Inc.",@GOSONYC,https://www.gosonyc.org,"Getting Out and Staying Out partners with people impacted by arrest and incarceration on a journey of education, employment and emotional wellbeing and collaborates with New York City communities to support a culture of nonviolence. Many participants are stymied in their educational goals due to prior experiences of neglect. In order to enroll in High School equivalency programs, they must demonstrate a 9th grade reading level on standardized tests. For formerly incarcerated young men, the median reading score equates to a 4th grade level. This grant supports an evidence-based Literacy Program, attentive to undiagnosed learning differences and incorporating wraparound supports."
9/8/2021,"$456,995",Wilson Center for Science and Justice at Duke Law School,@WilsonCSJ_,https://wcsj.law.duke.edu/,"This project, to promote organizing regarding forensics reform as part of police reform, will develop model legislation and regulations to address longstanding deficiencies and unfairness in use of forensic evidence by crime labs, police, and courts.  The focus will be three core principles: (1) independence, (2) accuracy, and (3) oversight.  Organizing toolkits will set out the problem, relevant terminology, and walk through organizing goals and possible solutions, to show what civil rights are at stake, how unreliable forensics can be, and what concrete steps can be taken to reform forensics. "
9/8/2021,"$1,000,000",EPIC (End Poverty in California),,https://endpovertyinca.org,"EPIC, founded by former Stockton Mayor Michael Tubbs and formally launching in early 2022, will serve as a hub that brings together local leaders, advocates, policymakers, funders, cultural influencers, and communities to end poverty in California. It will shape and advance narrative strategies and policy solutions that center the voices of low-income Californians and reflect the most critical and timely levers to tackling poverty. The organization will also pilot innovative programs and strategies in partnership with local government and communities. Funding will support its launch in 2022 and  implementation of policy priorities."
7/20/2021,"$4,500,000",CAST (Community Arts Stabilization Trust),@CASTSF,https://cast-sf.org,"CAST is leading the development and transformation of a historic San Francisco SoMA building into a vibrant cultural center, arts hub, and incubator. It will house an eclectic mix of music, dance, film, and economic workforce programs, with a focus on serving neighborhood small- to mid-sized arts and culture organizations, especially BIPOC and women-led. This grant will increase the affordability of rent prices, provide subsidies for build-outs, and create a working fund for programming to make 447 Minna Street a truly affordable long-term home for arts nonprofits and cultural entrepreneurs."
7/15/2021,"$350,000","ALIMA USA, The Alliance for International Medical Action",@ALIMA_ORG,https://alima.ngo,With the support of #StartSmall ALIMA is operating a Rapid Response Mechanism aimed at technically reinforcing the teams of the ministries of health during the next waves of COVID-19; to increase the capacity to manage severe and critical cases of COVID-19; to guarantee the availability of oxygen and intensive care medicine; and to strengthen COVID-19 diagnoses in the main reception and admission facilities for respiratory emergencies in areas with the highest virus transmission and associated mortality in 13 sub-Saharan African countries. 
7/1/2021,"$535,000","Afro Charities, Inc.",,https://www.afrocharities.org,"Afro Charities builds bridges across generations and socioeconomic divides through artistic and educational projects that are often inspired by the AFRO American Newspapers’ archives. As a nonprofit partner to the AFRO, we help care for their archives, and create meaningful opportunities for our community to engage with this indispensable resource. This grant will support the preservation and digitization of Afro Charities’ extensive photo collection, and will help build new tools to increase access to these images."
6/30/2021,"$250,000",Girls With Impact,@GirlsWithImpact,https://www.girlswithimpact.org,"Girls With Impact operates the nations’ only live, online entrepreneurship academy for young women 14-24.  Designed to increase women in the C-suite, its mini-MBA equips girls with the tools, skills, and confidence to be tomorrow’s business leaders, entrepreneurs and innovators.  Girls With Impact filled a key gap during Covid – with proven, online education – and now this funding will advance its mission to scale and train 100,000 young women.  Over 60% of graduates are of color. The program has served women in all 50 states and 11 countries."
